variety_name,crop,segment,plant_characteristics,fruit_characteristics,resistance_codes,cultivation_environment,description,variety_names.country,variety_names.commercial_name,variety_names.registration_status,image
173-316,Pepper,,"Hot special type, vigorous, compact, early.","Hot, thin-skinned, 18x3 cm, shiny green, red and green harvest, suitable for processing.",IR: TSWV,Autumn and spring seasons in greenhouse and summer open field.,"Plant: Hot special type, vigorous, compact, early.
Fruit: Hot, thin-skinned, 18x3 cm, shiny green, red and green harvest, suitable for processing.
Cultivation: Autumn and spring seasons in greenhouse and summer open field.",Cyprus,ACIBURUN F1,In Progress,173-316.jpg
173-370,Pepper,,"Kappya pepper, strong, compact, early, short internodes.","Sweet, flat, 20x5 cm, thick flesh, good quality.",IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Kappya pepper, strong, compact, early, short internodes.
Fruit: Sweet, flat, 20x5 cm, thick flesh, good quality.
Cultivation: Autumn and spring seasons in greenhouse and open field.",Albania,REDDINGTON F1,Registered,173-370.jpg
,,,,,,,,Russian Federation,NORESTA F1,In Progress,
,,,,,,,,Bulgaria,REDDINGTON F1,In Progress,
,,,,,,,,Austria,REDDINGTON F1,In Progress,
,,,,,,,,Belgium,REDDINGTON F1,In Progress,
,,,,,,,,Croatia,REDDINGTON F1,In Progress,
,,,,,,,,Cyprus,REDDINGTON F1,In Progress,
,,,,,,,,Czech Republic,REDDINGTON F1,In Progress,
,,,,,,,,Denmark,REDDINGTON F1,In Progress,
,,,,,,,,Estonia,REDDINGTON F1,In Progress,
,,,,,,,,Finland,REDDINGTON F1,In Progress,
,,,,,,,,France,REDDINGTON F1,In Progress,
,,,,,,,,Germany,REDDINGTON F1,In Progress,
,,,,,,,,Greece,REDDINGTON F1,In Progress,
,,,,,,,,Hungary,REDDINGTON F1,In Progress,
,,,,,,,,Ireland,REDDINGTON F1,In Progress,
,,,,,,,,Italy,REDDINGTON F1,In Progress,
,,,,,,,,Latvia,REDDINGTON F1,In Progress,
,,,,,,,,Lithuania,REDDINGTON F1,In Progress,
,,,,,,,,Luxembourg,REDDINGTON F1,In Progress,
,,,,,,,,Malta,REDDINGTON F1,In Progress,
,,,,,,,,Netherlands,REDDINGTON F1,In Progress,
,,,,,,,,Poland,REDDINGTON F1,In Progress,
,,,,,,,,Portugal,REDDINGTON F1,In Progress,
,,,,,,,,Romania,REDDINGTON F1,In Progress,
,,,,,,,,Slovakia,REDDINGTON F1,In Progress,
,,,,,,,,Sierra Leone,REDDINGTON F1,In Progress,
,,,,,,,,Spain,REDDINGTON F1,In Progress,
,,,,,,,,Sweden,REDDINGTON F1,In Progress,
,,,,,,,,Georgia,SALAMURA F1,In Progress,
,,,,,,,,Georgia,CAPELLA F1,Registered,
,,,,,,,,Kazakhstan,YOMRA F1,In Progress,
183-157,Pepper,,"Sivri pepper, short internodes, compact, high setting.","Soft hot, green color, 22-25 cm, straight.",IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Sivri pepper, short internodes, compact, high setting.
Fruit: Soft hot, green color, 22-25 cm, straight.
Cultivation: Autumn and spring seasons in greenhouse and open field.",,,,183-157.jpg
183-240,Pepper,,"Sivri pepper, vigorous, early, short internodes, productive.","Hot, dark green color, 18-20 cm x 1 x 0,8 cm, very straight and smooth skin.",IR: TSWV,Autumn and spring season in greenhouse and open field.,"Plant: Sivri pepper, vigorous, early, short internodes, productive.
Fruit: Hot, dark green color, 18-20 cm x 1 x 0,8 cm, very straight and smooth skin.
Cultivation: Autumn and spring season in greenhouse and open field.",Morocco,183-240 F1,In Progress,183-240.jpg
,,,,,,,,Saudi Arabia,BAROUD F1,Registered,
193-461,Pepper,,"Italian pepper, vigorous, early, productive.","Dark green color, sweet, straight, thick flesh, firm, 3 faces, conical,  20-22 x 4-6 cm.",IR: TSWV,"Autumn, winter and spring in greenhouse.","Plant: Italian pepper, vigorous, early, productive.
Fruit: Dark green color, sweet, straight, thick flesh, firm, 3 faces, conical,  20-22 x 4-6 cm.
Cultivation: Autumn, winter and spring in greenhouse.",Ecuador,PATRICIO F1,In Progress,193-461.jpg
193-576,Pepper,,"Jalapeno pepper, short internodes, small size leaves, compact, productive.","Hot, dark green color, firm, smooth skin, 8-10 cm, thick flesh, suitable for processing.","HR: PVY : 0,1,1.2 / IR: TSWV,
Pc",Open field.,"Plant: Jalapeno pepper, short internodes, small size leaves, compact, productive.
Fruit: Hot, dark green color, firm, smooth skin, 8-10 cm, thick flesh, suitable for processing.
Cultivation: Open field.",Mexico,SEZAR F1,In Progress,193-576.jpg
,,,,,,,,Saudi Arabia,HALAPENO F1,Registered,
193-582,Pepper,,"Kappya pepper, vigorous, short internodes, productive.","Conical shape, red color, firm, tasty, 22-24 cm, thick flesh meat.",IR: TSWV,"Autumn, winter and spring seasons in greenhouse.","Plant: Kappya pepper, vigorous, short internodes, productive.
Fruit: Conical shape, red color, firm, tasty, 22-24 cm, thick flesh meat.
Cultivation: Autumn, winter and spring seasons in greenhouse.",China,AMODAN F1,Registered,193-582.jpg
193-605,Pepper,,"Blocky pepper, vigorous plant, good cold setting, mid-early.","Dark red color, 3-4 lobes, 9 x 8 cm, firm, productive, mono  fruit per each node.",IR: TSWV,"Autumn, spring and winter seasons in greenhouse.","Plant: Blocky pepper, vigorous plant, good cold setting, mid-early.
Fruit: Dark red color, 3-4 lobes, 9 x 8 cm, firm, productive, mono  fruit per each node.
Cultivation: Autumn, spring and winter seasons in greenhouse.",,,,193-605.jpg
193-614,Pepper,,"Blocky pepper, vigorous plant, early, short internodes.","Red color, 3-4 lobes, 9 x 8 cm, firm.",IR: TSWV,"Autumn, spring and summer seasons in greenhouse.","Plant: Blocky pepper, vigorous plant, early, short internodes.
Fruit: Red color, 3-4 lobes, 9 x 8 cm, firm.
Cultivation: Autumn, spring and summer seasons in greenhouse.",India,MELIHA F1,In Progress,193-614.jpg
193-646,Pepper,,"Lamuyo pepper, vigorous, mid-early.","Dark green color, sweet, short lamuyo, 3-4 lobes, 12-14 x 6-8 cm.",HR: Tm 0-3 / IR: TSWV,"Autumn, winter and spring in greenhouse.","Plant: Lamuyo pepper, vigorous, mid-early.
Fruit: Dark green color, sweet, short lamuyo, 3-4 lobes, 12-14 x 6-8 cm.
Cultivation: Autumn, winter and spring in greenhouse.",Chile,FILET F1,In Progress,193-646.jpg
193-656,Pepper,,"Blocky pepper, vigorous plant, very early, short internodes, compact.","Red color, 3-4 lobes, 10 x 7 cm, firm.",HR: Tm 0-3 / IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Blocky pepper, vigorous plant, very early, short internodes, compact.
Fruit: Red color, 3-4 lobes, 10 x 7 cm, firm.
Cultivation: Autumn and spring seasons in greenhouse and open field.",India,GOKHAN F1,In Progress,193-656.jpg
,,,,,,,,Egypt,NARGIS F1,Registered,
193-663,Pepper,,"Blocky pepper, vigorous plant, short internodes, mid-early.","Shiny red color, 3-4 lobes, 9 x 8 cm, firm, getting color quickly.",HR: Tm 0-3 / IR: TSWV,"Autumn, spring and winter seasons in greenhouse.","Plant: Blocky pepper, vigorous plant, short internodes, mid-early.
Fruit: Shiny red color, 3-4 lobes, 9 x 8 cm, firm, getting color quickly.
Cultivation: Autumn, spring and winter seasons in greenhouse.",,,,193-663.jpg
193-685,Pepper,,"Blocky pepper, short internodes, compact, early.","Yellow color, blocky shape, 4 lobes, 8 x 9 cm.",IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Blocky pepper, short internodes, compact, early.
Fruit: Yellow color, blocky shape, 4 lobes, 8 x 9 cm.
Cultivation: Autumn and spring seasons in greenhouse and open field.",Kazakhstan,BARTEK F1,In Progress,193-685.jpg
193-690,Pepper,,"Blocky pepper, short internodes, compact, very early.","Yellow color, blocky shape, 4 lobes, 7 x 8 cm, getting quick color.",HR: Tm 0-3 / IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Blocky pepper, short internodes, compact, very early.
Fruit: Yellow color, blocky shape, 4 lobes, 7 x 8 cm, getting quick color.
Cultivation: Autumn and spring seasons in greenhouse and open field.",India,ALYA F1,In Progress,193-690.jpg
193-995,Pepper,,"Blocky pepper, vigorous, early, short internodes, compact, productive.","Shiny red color, 9-10 X 7-8 cm, 3-4 lobes, thick flesh, uniform shape.",HR: Tm 0-3 / IR: TSWV,"Autumn, winter and spring seasons in greenhouse.","Plant: Blocky pepper, vigorous, early, short internodes, compact, productive.
Fruit: Shiny red color, 9-10 X 7-8 cm, 3-4 lobes, thick flesh, uniform shape.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Iran,FELICITA F1,In Progress,193-995.jpg
203-199,Pepper,,"Chili pepper, vigorous, early, short internodes, dark green leaves.","Hot, dark green color, 14-16 cm, smooth shin, thick flesh, firm.",HR: Tm 0-2 / IR: TSWV,"Autumn, winter, and spring season in greenhouse.","Plant: Chili pepper, vigorous, early, short internodes, dark green leaves.
Fruit: Hot, dark green color, 14-16 cm, smooth shin, thick flesh, firm.
Cultivation: Autumn, winter, and spring season in greenhouse.",,,,203-199.jpg
203-268,Pepper,,"Charleston pepper, short internodes, productive side shots, good cold tolerance.","Sweet, shiny-light green color, smooth, 22-24 cm, firm and long shelf life.",IR: TSWV,Winter season in greenhouse.,"Plant: Charleston pepper, short internodes, productive side shots, good cold tolerance.
Fruit: Sweet, shiny-light green color, smooth, 22-24 cm, firm and long shelf life.
Cultivation: Winter season in greenhouse.",Morocco,SAFRAN F1,Registered,203-268.jpg
,,,,,,,,Spain,VILLAZO F1,Registered,
203-303,Pepper,,"Vigorous, early, short internodes, compact, good leaf cover.","24-25 cm, sweet, bright green, smooth skin, high quality, long shelf life",IR: TSWV,Open field.,"Plant: Vigorous, early, short internodes, compact, good leaf cover.
Fruit: 24-25 cm, sweet, bright green, smooth skin, high quality, long shelf life
Cultivation: Open field.",,,,203-303.jpg
203-386,Pepper,,"Dolma pepper, compact, early, short internodes.","Shiny green color, 3-4 lobs, thin wall, crispy, 8-10 x 4-5 cm.",IR: TSWV,"Autumn, winter and spring seasons in greenhouse and open field.","Plant: Dolma pepper, compact, early, short internodes.
Fruit: Shiny green color, 3-4 lobs, thin wall, crispy, 8-10 x 4-5 cm.
Cultivation: Autumn, winter and spring seasons in greenhouse and open field.",,,,203-386.jpg
203-590,Pepper,,"Dolma pepper, compact, early, short internodes.","Dark green shiny fruit color, crispy, thin, 26-28 cm, sweet taste, firm, long shelf life.",HR: Tm 0-3 / IR: TSWV,"Autumn, winter and spring seasons in greenhouse.","Plant: Dolma pepper, compact, early, short internodes.
Fruit: Dark green shiny fruit color, crispy, thin, 26-28 cm, sweet taste, firm, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,,203-590.jpg
203-710,Pepper,,"Blocky pepper, vigorous plant, very early, short internodes, compact, dark green leaves.","Dark red shiny color, 3-4 lobes, 9 x 8 cm, firm.",HR: Tm 0-3 / IR: TSWV,"Autumn, spring and winter seasons in greenhouse.","Plant: Blocky pepper, vigorous plant, very early, short internodes, compact, dark green leaves.
Fruit: Dark red shiny color, 3-4 lobes, 9 x 8 cm, firm.
Cultivation: Autumn, spring and winter seasons in greenhouse.",,,,203-710.jpg
213-405,Pepper,,"Dolma pepper, compact, vigorous, short internodes.","Green color, 3-4 lobs, thick wall, 6-8 x 4-6 cm.",IR: TSWV,"Autumn, winter and spring seasons in greenhouse and open field.","Plant: Dolma pepper, compact, vigorous, short internodes.
Fruit: Green color, 3-4 lobs, thick wall, 6-8 x 4-6 cm.
Cultivation: Autumn, winter and spring seasons in greenhouse and open field.",,,,213-405.jpg
213-511,Pepper,,"Kappya pepper, early, very compact, short internodes, multi pistile.","Conical shape, red color, firm, 16-18 cm, high side shot setting.",IR: TSWV,"Autumn, winter and spring seasons in greenhouse.","Plant: Kappya pepper, early, very compact, short internodes, multi pistile.
Fruit: Conical shape, red color, firm, 16-18 cm, high side shot setting.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,,213-511.jpg
213-523,Pepper,,"Kappya pepper, vigorous, short internodes, productive.","Conical shape, red color, firm, 18-20 cm, wider shoulders.",IR: TSWV,Autumn and winter seasons in greenhouse.,"Plant: Kappya pepper, vigorous, short internodes, productive.
Fruit: Conical shape, red color, firm, 18-20 cm, wider shoulders.
Cultivation: Autumn and winter seasons in greenhouse.",,,,213-523.jpg
213-552,Pepper,,"Kappya pepper, very vigorous, good cold tolerance, productive.","Conical shape, red color, firm, 16-18 cm.",IR: TSWV,Autumn and winter seasons in greenhouse.,"Plant: Kappya pepper, very vigorous, good cold tolerance, productive.
Fruit: Conical shape, red color, firm, 16-18 cm.
Cultivation: Autumn and winter seasons in greenhouse.",,,,213-552.jpg
213-593,Pepper,,"Sishito type pepper, vigorous, compact, early, small size leaves.","Green shiny color, hot-spicy, crispy, 5-6 cm x 1-1,5 cm, long shelf life.",HR: Tm 0-2 / IR: TSWV,Autumn and spring seasons in greenhouse.,"Plant: Sishito type pepper, vigorous, compact, early, small size leaves.
Fruit: Green shiny color, hot-spicy, crispy, 5-6 cm x 1-1,5 cm, long shelf life.
Cultivation: Autumn and spring seasons in greenhouse.",,,,213-593.jpg
213-632,Pepper,,"Sishito type pepper, vigorous, compact, early, small size leaves.","Dark green shiny fruit color, crispy, 24-26 cm, sweet taste, firm, long shelf life.",IR: TSWV,"Autumn, winter and spring seasons in greenhouse.","Plant: Sishito type pepper, vigorous, compact, early, small size leaves.
Fruit: Dark green shiny fruit color, crispy, 24-26 cm, sweet taste, firm, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Vietnam,SPB10 F1,Registered,213-632.jpg
,,,,,,,,Russian Federation,VERIODOR F1,In Progress,
213-635,Pepper,,"Italian pepper, short internodes, early, productive.","Dark green color, sweet, straight, thick flesh, firm, 3 faces, conical,  18-20 x 4-6 cm.",HR: Tm 0-2 (L3) / IR: TSWV,"Autumn, winter and spring in greenhouse.","Plant: Italian pepper, short internodes, early, productive.
Fruit: Dark green color, sweet, straight, thick flesh, firm, 3 faces, conical,  18-20 x 4-6 cm.
Cultivation: Autumn, winter and spring in greenhouse.",,,,213-635.jpg
213-645,Pepper,,"Italian pepper, vigorous, early, productive.","Dark green color, sweet, straight, crispy, firm, conical, 20-22 x 3-4 cm.",HR: Tm 0-2 (L3) / IR: TSWV,"Autumn, winter and spring in greenhouse.","Plant: Italian pepper, vigorous, early, productive.
Fruit: Dark green color, sweet, straight, crispy, firm, conical, 20-22 x 3-4 cm.
Cultivation: Autumn, winter and spring in greenhouse.",,,,213-645.jpg
213-679,Pepper,,"Chili pepper, vigorous, early, short internodes, dark green leaves.","Hot, dark green color, 14-16 cm, smooth shin, thick flesh, very firm, long shelf life.","IR: TSWV, N","Autumn, winter, and spring season in greenhouse.","Plant: Chili pepper, vigorous, early, short internodes, dark green leaves.
Fruit: Hot, dark green color, 14-16 cm, smooth shin, thick flesh, very firm, long shelf life.
Cultivation: Autumn, winter, and spring season in greenhouse.",,,,213-679.jpg
213-682,Pepper,,"Chili pepper, vigorous, early, short internodes, dark green leaves.","Hot, dark green color, 16-18 cm, smooth shin, thick flesh, very firm, long shelf life.",HR: Tm 0-2 (L3) / IR: TSWV,"Autumn, winter, and spring season in greenhouse.","Plant: Chili pepper, vigorous, early, short internodes, dark green leaves.
Fruit: Hot, dark green color, 16-18 cm, smooth shin, thick flesh, very firm, long shelf life.
Cultivation: Autumn, winter, and spring season in greenhouse.",Morocco,SHAMA F1,Registered,213-682.jpg
213-787,Pepper,,"Blocky pepper, vigorous, good cold setting, mid-early.","Dark red color, 3-4 lobes, 7 x 8 cm, firm, productive.",HR: Tm 0-3 (L4) / IR: TSWV,"Autumn, spring and winter seasons in greenhouse.","Plant: Blocky pepper, vigorous, good cold setting, mid-early.
Fruit: Dark red color, 3-4 lobes, 7 x 8 cm, firm, productive.
Cultivation: Autumn, spring and winter seasons in greenhouse.",,,,213-787.jpg
213-792,Pepper,,"Blocky pepper, very vigorous plant, good cold setting, mid-early.","Dark red color, 3-4 lobes, 9 x 8 cm, firm, productive, mono  fruit per each node.",HR: Tm 0-3 / IR: TSWV,"Autumn, spring and winter seasons in greenhouse.","Plant: Blocky pepper, very vigorous plant, good cold setting, mid-early.
Fruit: Dark red color, 3-4 lobes, 9 x 8 cm, firm, productive, mono  fruit per each node.
Cultivation: Autumn, spring and winter seasons in greenhouse.",,,,213-792.jpg
213-855,Pepper,,"Lamuyo pepper,very vigrous plant, short internodes, early, dark green leaves, good leaf cover.","Dark green color, sweet, 15 x 6 cm, productive. thick flesh.",IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Lamuyo pepper,very vigrous plant, short internodes, early, dark green leaves, good leaf cover.
Fruit: Dark green color, sweet, 15 x 6 cm, productive. thick flesh.
Cultivation: Autumn and spring seasons in greenhouse and open field.",,,,213-855.jpg
213-857,Pepper,,"Lamuyo pepper, very vigrous plant, short internodes, dark green leaves.","Dark green color, sweet, 19 x 5 cm, productive, thick flesh.",IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Lamuyo pepper, very vigrous plant, short internodes, dark green leaves.
Fruit: Dark green color, sweet, 19 x 5 cm, productive, thick flesh.
Cultivation: Autumn and spring seasons in greenhouse and open field.",,,,213-857.jpg
213-906,Pepper,,"Mini snack, early, short internodes, compact, small size leaves, productive.","Dark red color, sweet, conical shape, 30-35 gr, 7-8 cm, thick flesh.",,Autumn and spring seasons in greenhouse and open field.,"Plant: Mini snack, early, short internodes, compact, small size leaves, productive.
Fruit: Dark red color, sweet, conical shape, 30-35 gr, 7-8 cm, thick flesh.
Cultivation: Autumn and spring seasons in greenhouse and open field.",Vietnam,SPB09 F1,Registered,213-906.jpg
,,,,,,,,Russian Federation,TIVORA F1,In Progress,
213-907,Pepper,,"Mini snack, early, short internodes, compact, small size leaves, productive.","Yellow color, sweet, conical shape, 34-38 gr, 7-9 cm, thick flesh.",,Autumn and spring seasons in greenhouse and open field.,"Plant: Mini snack, early, short internodes, compact, small size leaves, productive.
Fruit: Yellow color, sweet, conical shape, 34-38 gr, 7-9 cm, thick flesh.
Cultivation: Autumn and spring seasons in greenhouse and open field.",Vietnam,SPB08 F1,Registered,213-907.jpg
,,,,,,,,Russian Federation,CISSORA F1,In Progress,
213-910,Pepper,,"Mini snack, early, short internodes, compact, small size leaves, productive.","Orange color, sweet, conical shape, 45-50 gr, 8-10 cm, thick flesh.",,Autumn and spring seasons in greenhouse and open field.,"Plant: Mini snack, early, short internodes, compact, small size leaves, productive.
Fruit: Orange color, sweet, conical shape, 45-50 gr, 8-10 cm, thick flesh.
Cultivation: Autumn and spring seasons in greenhouse and open field.",Vietnam,SPB07 F1,Registered,213-910.jpg
,,,,,,,,Russian Federation,MARENTA F1,In Progress,
223-1007,Pepper,,"Blocky pepper, short internodes, vigorous, early, dark green leaves.","Red shiny color, blocky shape, 4 lobes, 6 x 8 cm, firm, thich flesh.","HR: Tm 0-3 / IR: TSWV, Lt","Autumn, winter and spring seasons in greenhouse.","Plant: Blocky pepper, short internodes, vigorous, early, dark green leaves.
Fruit: Red shiny color, blocky shape, 4 lobes, 6 x 8 cm, firm, thich flesh.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,,223-1007.jpg
223-1081,Pepper,,"Lamuyo pepper, very vigrous, short internodes, dark green leaves.","Dark green color, sweet, 18 x 7 cm, thick flesh.",HR: Tm 0-3 (L4) / IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Lamuyo pepper, very vigrous, short internodes, dark green leaves.
Fruit: Dark green color, sweet, 18 x 7 cm, thick flesh.
Cultivation: Autumn and spring seasons in greenhouse and open field.",,,,223-1081.jpg
223-1082,Pepper,,"Lamuyo pepper, vigrous, short internodes, dark green leaves, mid-early.","Dark green color, sweet, 14 x 10 cm, thick flesh, 3-4 lobes.",HR: Tm 0-3 (L4) / IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Lamuyo pepper, vigrous, short internodes, dark green leaves, mid-early.
Fruit: Dark green color, sweet, 14 x 10 cm, thick flesh, 3-4 lobes.
Cultivation: Autumn and spring seasons in greenhouse and open field.",,,,223-1082.jpg
223-1084,Pepper,,"Lamuyo pepper, vigrous, short internodes, dark green leaves, good cold tolerance.","Dark green color, sweet, 16 x 8 cm, thick flesh.",HR: Tm 0-3 (L4) / IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Lamuyo pepper, vigrous, short internodes, dark green leaves, good cold tolerance.
Fruit: Dark green color, sweet, 16 x 8 cm, thick flesh.
Cultivation: Autumn and spring seasons in greenhouse and open field.",,,,223-1084.jpg
223-1186,Pepper,,"Kappya pepper, strong, compact, early, short internodes.","Sweet, flat, 20x5 cm, thick flesh, red shiny color.",,Autumn and spring seasons in greenhouse and open field.,"Plant: Kappya pepper, strong, compact, early, short internodes.
Fruit: Sweet, flat, 20x5 cm, thick flesh, red shiny color.
Cultivation: Autumn and spring seasons in greenhouse and open field.",,,,223-1186.jpg
