CROPS,CODE,PLANT,FRUIT,RESISTANCE,CULTIVATION
Cucumber,132-255,"Dutch cucumber, mid.early, strong plant. IR: CYSDV","Dark green color, veined, 30-35 cm.",,Autumn and winter seasons in greenhouse.
Cucumber,132-256,"Dutch cucumber, mid early,strong plant. IR: CYSDV","Dark green color,single fruit, veined, 38-40 cm.",,Autumn and winter seasons in greenhouse.
Cucumber,142-247,"American Slicer cucumber, strong plant.","Dark black fruit color, 20-22 cm, very productive","IR: CMV, Ccu",Autumn and spring seasons in greenhouse.
Cucumber,152-129,"Parthenocarpic Chinese cucumber, blue leaf, very early, vigorous plant, short internodes.","Dark green color with spines, single fruit setting,3 5-40 cm.",,"Autumn, winter and spring seasons in greenhouse."
Cucumber,152-132,"Parthenocarpic Chinese cucumber, mid.early, very productive, vigorous plant, short internodes.","Dark green color with spines, single fruit setting,3 5-40 cm.",,"Autumn, winter and spring seasons in greenhouse."
Cucumber,152-133,"Parthenocarpic Chinese cucumber, early, strong, short internodes.","Single fruit, dark green color with spines, 35-40 cm.",,"Autumn, winter and spring seasons in greenhouse."

Cucumber,152-140,"American Slicer cucumber, very strong plant, productive side shoots, dark green leaves.","Dark black fruit color, 20-22 cm, productive.","IR: CVYV, CMV, CGMMV, Ccu",Autumn and winter seasons in greenhouse.
Cucumber,152-145,"American Slicer cucumber, strong, dark green leaves, early, productive from main stem and side shoots.","Single fruit,  dark green color, 18-20 cm, firm, long shelf life.","IR: CMV, Ccu",Autumn and spring seasons in greenhouse.
Cucumber,152-147,"American Slicer cucumber, strong plant, productive side shoots, dark blue leaves.","Dark black fruit color, 16-18 cm, very productive.","IR: CMV, CVYV, Ccu",Autumn and spring seasons in greenhouse.
Cucumber,152-175,"Cornichon Cucumber, short internodes, dark green leaves, early, very productive.","Dark black fruits, 12-13 cm.",,Autumn and spring seasons in greenhouse.
Cucumber,152-273,"Baby cucumber, small size leaves, short internodes, early, high production. IR: Px, Pcu","Multi fruit, green color, crispy, 9-11 cm, high quality.",,"Autumn, spring and summer seasons in greenhouse."
Cucumber,152-274,"Baby cucumber, small size leaves, mid-long internodes, high production. IR: Px, Pcu","Multi fruit, green color, crispy, 8-10 cm.",,"Autumn, spring and summer seasons in greenhouse."
Cucumber,152-279,"Parthenocarpic Baby cucumber, very strong plant.","Green color, 10-12 cm, semi multi fruit.",,Autumn and winter seasons in greenhouse.
Cucumber,152-280,"Strong plant, short internodes, small size leaves, early.","Green color, 11-13 cm, multi setting, firm.",,Autumn and spring seasons in greenhouse.
Cucumber,152-325,"Parthenocarpic Baby cucumber, strong plant.","Green color, 10-12 cm, semi multi fruit.",,Late autumn and winter seasons in greenhouse.
Cucumber,161-228,"Beit Alpha cucumber, vigorous plant, productive side shoots.","Mid-long fruit, single setting, veined, dark green color,
25-27 cm.","IR: CVYV, CYSDV, CGMMV",Autumn and spring seasons in greenhouse.
Cucumber,162-114,"Beit Alpha cucumber, strong plant, productive side shoots, early.","Mid-long, veined, dark green color, 22-24 cm, mono setting, high quality.","HR: CGMMV / IR: CVYV, CYSDV, CMV",Autumn and spring seasons in greenhouse.
Cucumber,162-115,"Beit Alpha cucumber, vigorous plant, early. IR: CYSDV","Mid-long fruit, single setting, veined, dark green color,
22-24 cm.",,Autumn and spring seasons in greenhouse.
Cucumber,162-145,"Dutch cucumber, early, vigorous plant, short internodes, dark green leaves. IR: CMV, CVYV","Dark green color, veined, single fruit, 32-36 cm.",,Suitable for Autumn and Spring seasons in greenhouse.
Cucumber,162-206,"Cornichon cucumber, single fruit, strong plant, productive lateral shoots, dark green leaves.","Dark green color, 13-15 cm, firm.",,Early Spring and Late Autumn seasons in greenhouse.

Cucumber,162-270,"Baby cucumber, strong plant, short internodes, good tolerance to cold, early.","Multi setting, green color,
11-13 cm, high yield, continius production.",,Autumn and spring seasons in greenhouse.
Cucumber,162-288,"Baby cucumber, very vigorous plant, dark green leaves, multi setting, short internodes, early.","Green fruits, 11-13 cm, productive.",,Autumn and Spring seasons in greenhouse.
Cucumber,162-92,"Beit Alpha cucumber, very strong, dark green leaves, good leaf coverage, high production.","Single fruit, dark green color, 16-18 cm, very tasty, slightly veined, firm, very high quality.","IR: CVYV, CMV, CGMMV",Open field.
Cucumber,172-127,"Beit Alpha cucumber, very strong, dark green leaves, good leaves coverage, early.","Single fruit, dark green color, slightly veined, 15-17 cm, small seed cavity, very firm, very tasty, high quality.","IR: CVYV, CMV, Px, Pcu",Open field.
Cucumber,172-129,"Beit Alpha cucumber, very strong plant, single setting, dark green leaves, early.","Dark green fruit, slightly veined, 16-18 cm, multi setting from lateral branches, productive.",,Autumn and late autumn seasons in greenhouse.
Cucumber,172-162,"Dutch cucumber, very vigorous plant, dark green leaves, short internodes.","Dark green fruits, veined, 25-30 cm.",IR: CVYV,"Autumn, Winter and Spring seasons in greenhouse."
Cucumber,172-165,"Dutch cucumber, very vigorous plant, dark green leaves, single setting, short internodes.","Dark green fruits, veined, 32-34 cm.",,"Autumn, Winter and Spring seasons in greenhouse."
Cucumber,172-166,"Dutch cucumber, very vigorous plant, dark green leaves, single setting, short internodes.","Dark green fruits, veined, 30-35 cm.",,"Autumn, Winter and Spring seasons in greenhouse."
Cucumber,172-169,"Dutch cucumber, very vigorous plant, dark green leaves, single setting, short internodes.","Dark green fruits, veined, 32-34 cm, productive.",,"Autumn, Winter and Spring seasons in greenhouse."
Cucumber,172-202,"American Slicer cucumber, very vigorous plant, dark green leaves, single setting, short internodes.","Dark green fruits, 18-20 cm, productive.",IR: CVYV,"Autumn, Winter and Spring seasons in greenhouse."
Cucumber,172-60,"Beit Alpha cucumber, strong plant, multi setting, dark green leaves, early.","Dark green fruit, slightly veined, 15-17 cm.",,Autumn and Spring seasons in greenhouse.
Cucumber,172-68,"Beit Alpha cucumber, strong plant, semi-multi setting, dark green leaves.","Dark green fruit, slightly veined, 16-18 cm.","IR: CVYV, ZYMV, Px",Autumn and Spring seasons in greenhouse.
Cucumber,172-69,"Beit Alpha cucumber, strong plant, multi setting, dark green leaves, early.","Dark green fruit, slightly veined, 16-18 cm.",HR: Px / IR: CVYV,"Autumn, Spring and Summer seasons in greenhouse."
Cucumber,172-77,"Beit Alpha cucumber, strong plant, multi setting, dark green leaves, early.","Dark green fruit, veined, 15-16 cm.","IR: CVYV, CYSDV, ZYMV, CMV",Autumn and Spring seasons in greenhouse.

Cucumber,172-78,"Beit Alpha cucumber, very strong plant, multi setting, dark green leaves, early.","Dark green fruit, slightly veined, 15-17 cm, productive.",,Autumn and Spring seasons in greenhouse.
Cucumber,181-181,"White baby cucumber, mid-storng, short
internodes, very early, high production, small size leaves.","Multi fruit, white color, slightly veined, 9-11 cm, long shelf life.",,"Autumn, spring and summer seasons in greenhouse."
Cucumber,182-105,"Beit Alpha cucumber, strong plant, multi setting, dark green small size leaves, non-side branches.","Dark green fruit, veined, 16-18 cm.",,Autumn and spring seasons in greenhouse.
Cucumber,182-108,"Beit Alpha cucumber, vigorous, small size leaves, early, dark green leaves.","Multi fruit, green color, veined, 17-19 cm, high quality under hot conditions.",,Summer season in greenhouse.
Cucumber,182-136,"Beit Alpha cucumber, very stron plant, dark green leaves, single setting,
non-side branches.","Dark green color, 19-20 cm, slightly veined.",IR: CMV,Late autumn and winter seasons in greenhouse.
Cucumber,182-195,"Baby cucumber, multi fruit, very strong plant, short internodes, dark green leaves.","11-13 cm, very good taste and aroma, green color, suitable for daily harvest.","HR: CGMMV / IR: CMV, Px",Autumn and spring seasons in greenhouse.
Cucumber,182-196,"Baby, very vigorous plant, short internodes, early, dark green leaves, productive.","Green color, 10-12 cm, high quality, long shelf life.",,Autumn and winter seasons in greenhouse.
Cucumber,182-254,"Dutch cucumber, very strong plant, dark green leaves, high PM tolerance.","Dark green fruit color, veined, 25-30 cm.",,Spring and autumn and winter seasons in greenhouse.
Cucumber,182-274,"Chinese cucumber, strong plant, mid- early.","Long spiny fruits, 30-32 cm, less male flover.",,"Autumn, winter and spring seasons in greenhouse."
Cucumber,182-275,"Chinese cucumber, strong plant, early, dark green leaves.","Long spiny fruits, 30-32 cm, less male flover.",,"Autumn, winter and spring seasons in greenhouse."
Cucumber,182-276,"Chinese cucumber, strong plant, early, dark green leaves.","Long spiny fruits, 30-32 cm, less male flover, very productive.",,"Autumn, winter and spring seasons in greenhouse."
Cucumber,182-278,"Chinese cucumber, very strong plant, dark green leaves, early.","Long spiny fruits, 30-32 cm, less male flover.",,"Autumn, winter and spring seasons in greenhouse."
Cucumber,182-282,"Chinese cucumber, strong plant, mid-early.","Long spiny fruits, long neck, 30-32 cm, less male flover, productive.",,"Autumn, winter and spring seasons in greenhouse."
Cucumber,182-307,"Cornichon cucumber,
mid-early, very strong plant, dark green leaves.","Dark green color, 13-15 cm, semi-multi setting, high quality, long shelf life.","HR: CGMMV / IR: CVYV, CMV","Autumn, winter and spring seasons in greenhouse."

Cucumber,182-327,"Cornichon cucumber, vigorous, very early.","Green color, intensive very tiny spines, 13-14 cm, long shelf life.",IR:CYSDV,"Autumn, spring and winter seasons in greenhouse and open field."
Cucumber,182-60,"Beit alpha cucumber, strong plant, dark green leaves, early.","Green color, multi setting, 15-16 cm, slightly veined, productive.","IR: ZYMV, CMV, Px",Autumn and spring seasons in greenhouse.
Cucumber,182-83,"Beit Alpha cucumber, open plant, multi setting, dark green leaves, small size leaves, non-side branches.","Dark green fruit, veined, 17-18 cm.",IR: CVYV,Spring and summer seasons in greenhouse.
Cucumber,182-95,"Beit alpha, strong plant, compact, short internodes, early.","Multi setting, dark green, veined, 15-16 cm, firm.","IR: CMV, ZYMV, CGGMV, Px","Autumn, spring and summer seasons in greenhouse."
Cucumber,190-345,"Japanese cucumber, strong plant, dark green leaves, short internodes, early.","21-22cm long, well uniformed, dark green, glossy, white spines,  %60-70 female flower.",,Autumn and spring seasons in greenhouse.
Cucumber,190-577,"Japanese cucumber, strong plant, dark green leaves, short internodes, good occurrence of lateral branches.","21-22cm long, well uniformed, dark green, glossy, white spines,  %50-60 female flower.",,Autumn and spring seasons in greenhouse.
Cucumber,192-101,"Beit Alpha cucumber, very strong plant, multi setting, dark green leaves, self pruning side branches.","Dark green fruit, veined, 17-18 cm.","IR: CVYV, ZYMV, CMV","Autumn, late autumn and spring seasons in greenhouse."
Cucumber,192-103,"Beit Alpha, vigorous plant, small size leaves, early, productive.","Green, 18-20 cm, veined, mono setting, long shelf life, high quality.","IR: CVYV, CMV, CCu, Pm, Dm","Autumn, spring and summer seasons in greenhouse."
Cucumber,192-106,"Beit Alpha cucumber (mid-long), very storng plant, semi-multi setting, early.","22-24 cm, dark green color, veined, firm.",,"Autumn, winter and spring seasons in greenhouse."
Cucumber,192-112,"Beit Alpha cucumber (mid-long), very strong plant, semi-multi setting, dark green leaves, good cold tolerance.","23-24 cm, dark green color, veined, very firm.","IR: CVYV, CYSDV, ZYMV, Px",Late autumn and winter seasons in greenhouse.
Cucumber,192-117,"Beit Alpha cucumber, strong plant, short internodes,
semi-multi setting, dark green leaves.","19-20 cm, dark green color, veined, firm.","HR: ToMV, Va, Vd, Fol 0-1, For, Ff A-B / IR: TYLCV, TSWV,
Ma, Mi, Mj",Autumn and spring seasons in greenhouse.
Cucumber,192-126,"Beit Alpha cucumber, very strong plant, semi-multi setting, dark green leaves, non-side branches.","Dark green fruit, veined, 17-18 cm.",IR: CYSDV,"Autumn, late autumn and spring seasons in greenhouse."
Cucumber,192-145,"Beit Alpha cucumber (mini), strong plant, short internodes, semi-multi setting, dark green small size leaves, non-side branches.","Dark green fruit, veined, 14-15 cm.",,"Autumn, winter and spring seasons in greenhouse."
Cucumber,192-161,"Beit Alpha cucumber, very strong plant, multi setting, dark green leaves, non-side branches.","Dark green fruit, veined, 16-17 cm.",IR: CYSDV,"Autumn, late autumn and spring seasons in greenhouse."

Cucumber,192-205,"Beit alpha cucumber, very strong, short internodes, dark green leaves, non-side shoots, early.","Green color, veined, 17-19 cm, semi multi to multi setting on main stem.","HR: CGMMV / IR: CYSDV, ZYMV",Autumn and spring seasons in greenhouse.
Cucumber,192-304,"White baby cucumber, strong plant, short internodes, dark green leaves, very early, high production, small size leaves.","Multi fruit, white color, slightly veined, 11-12 cm, long shelf life.",HR: CGMMV / IR: CMV,"Autumn, spring and summer seasons in greenhouse."
Cucumber,192-382,"Cornichon cucumber, early, very strong, short internodes, dark green leaves.","Dark green color, 14-15 cm, mono setting, high quality, long shelf life.",HR: CGMMV,"Autumn, winter and spring seasons in greenhouse."
